"PVWatts Hourly PV Performance Data"
"Requested Location","昆明"
"Location","Lat, Lng: 25.05, 102.7"
"Latitude (DD)","25.05"
"Longitude (DD)","102.70"
"Elevation (m)","1922"
"DC System Size (kW)","244.44"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","23","18","66","182","21.5","2","0.2","174.997","25.743","34851.957","32648.161"
"7","23","19","187","33","20.3","1.3","0.2","24.996","21.001","4556.565","3426.255"
"7","23","20","0","0","19.6","1.2","0.2","0","19.6","0","0"
"7","23","21","0","0","19","1.2","0.2","0","19","0","0"
"7","23","22","0","0","18.5","1.3","0.2","0","18.5","0","0"
"7","23","23","0","0","18","1.3","0.2","0","18","0","0"
"7","24","0","0","0","17.5","1.2","0.2","0","17.5","0","0"
"7","24","1","0","0","17","1","0.2","0","17","0","0"
"7","24","2","0","0","16.6","1","0.2","0","16.6","0","0"
"7","24","3","0","0","16.3","0.9","0.2","0","16.3","0","0"
"7","24","4","0","0","16.1","0.9","0.2","0","16.1","0","0"
"7","24","5","0","0","16","1","0.2","0","16","0","0"
"7","24","6","0","0","16.5","1.6","0.2","0","0","0","0"
"7","24","7","21","66","17.1","2.1","0.2","61.246","18.556","12064.5","10668.154"
"7","24","8","22","200","19.6","2.7","0.2","189.983","23.642","38497.769","36164.787"
"7","24","9","25","213","21.8","3","0.2","212.553","26.078","42252.226","39786.209"
"7","24","10","808","129","23.6","3.1","0.2","724.152","37.97","141949.192","135950.514"
"7","24","11","867","125","24.7","3.2","0.2","880.086","41.853","168737.375","161789.485"
"7","24","12","886","129","25.6","3.3","0.2","969.394","44.175","183332.153","175867.112"
"7","24","13","54","739","26.4","3.3","0.2","761.967","40.91","143176.696","137134.523"
"7","24","14","20","627","26.7","3.3","0.2","610.053","38.32","115820.037","110747.219"
"7","24","15","11","454","26.4","3.3","0.2","434.422","34.685","83652.225","79719.241"
"7","24","16","46","480","25.8","3.2","0.2","476.301","35.058","92655.189","88403.194"
"7","24","17","19","234","24.8","3","0.2","224.338","29.323","44359.82","41819.122"
"7","24","18","33","159","23.2","2.2","0.2","149.027","26.68","29606.554","27588.623"
"7","24","19","20","33","21.4","1.5","0.2","29.053","22.178","5297.94","4141.36"
"7","24","20","0","0","20.3","1.3","0.2","0","20.3","0","0"
"7","24","21","0","0","19.7","1.4","0.2","0","19.7","0","0"
"7","24","22","0","0","19.1","1.4","0.2","0","19.1","0","0"
"7","24","23","0","0","18.6","1.4","0.2","0","18.6","0","0"
"7","25","0","0","0","18.1","1.3","0.2","0","18.1","0","0"
"7","25","1","0","0","17.7","1.3","0.2","0","17.7","0","0"
"7","25","2","0","0","17.3","1.2","0.2","0","17.3","0","0"
"7","25","3","0","0","16.9","1.1","0.2","0","16.9","0","0"
"7","25","4","0","0","16.7","1.1","0.2","0","16.7","0","0"
"7","25","5","0","0","16.5","1.1","0.2","0","16.5","0","0"
"7","25","6","0","0","17.2","1.8","0.2","0","0","0","0"
"7","25","7","26","78","18","2.5","0.2","71.373","19.571","14071.796","12604.323"
"7","25","8","31","228","20.8","3.1","0.2","217.712","25.124","44030.108","41501.093"
"7","25","9","18","276","22.9","3.3","0.2","265.815","27.992","52766.895","49928.301"
"7","25","10","869","97","24.6","3.3","0.2","737.306","38.767","144249.38","138169.197"
"7","25","11","902","104","25.9","3.3","0.2","891.369","42.997","170199.831","163200.121"
"7","25","12","916","109","26.8","3.3","0.2","980.016","45.581","184348.689","176847.629"
"7","25","13","0","800","27.4","3.3","0.2","759.637","41.858","141932.845","135934.747"
"7","25","14","38","670","27.6","3.3","0.2","667.932","40.325","125948.807","120517.087"
"7","25","15","22","331","27.4","3.3","0.2","327.748","33.653","63010.649","59809.078"
"7","25","16","20","286","26.8","3.2","0.2","279.381","32.23","54247.737","51356.671"
"7","25","17","79","351","25.8","3","0.2","356.753","32.993","70467.69","67001.887"
"7","25","18","26","61","24","2.1","0.2","62.364","25.482","11900.59","10510.051"
"7","25","19","0","16","21.9","1.3","0.2","14.841","22.316","2611.576","1550.184"
"7","25","20","0","0","20.5","1.2","0.2","0","20.5","0","0"
"7","25","21","0","0","19.8","1.1","0.2","0","19.8","0","0"
"7","25","22","0","0","19.2","1","0.2","0","19.2","0","0"
"7","25","23","0","0","18.8","0.9","0.2","0","18.8","0","0"
"7","26","0","0","0","18.4","0.9","0.2","0","18.4","0","0"
"7","26","1","0","0","18","0.8","0.2","0","18","0","0"
"7","26","2","0","0","17.7","0.8","0.2","0","17.7","0","0"
"7","26","3","0","0","17.4","0.8","0.2","0","17.4","0","0"
"7","26","4","0","0","17.1","0.7","0.2","0","17.1","0","0"
"7","26","5","0","0","16.8","0.7","0.2","0","16.8","0","0"
"7","26","6","0","0","17.4","1.1","0.2","0","0","0","0"
"7","26","7","29","81","18","1.4","0.2","73.983","20.041","14556.3","13071.659"
"7","26","8","36","235","21.1","2.1","0.2","225.579","26.469","45413.844","42835.798"
"7","26","9","55","411","23.2","2.3","0.2","411.339","32.586","81154.006","77309.544"
"7","26","10","25","505","25","2.3","0.2","490.606","36.156","94548.305","90229.229"
"7","26","11","11","525","26.4","2.3","0.2","503.472","37.825","95717.634","91357.125"
"7","26","12","12","475","27.3","2.3","0.2","459.303","37.714","86934.485","82885.197"
"7","26","13","57","729","27.9","2.3","0.2","756.099","45.046","139720.628","133800.917"
"7","26","14","12","470","28.1","2.4","0.2","453.604","38.195","85774.78","81766.585"
"7","26","15","12","423","27.9","2.5","0.2","406.271","36.788","77467.26","73753.433"
"7","26","16","39","472","27","2.7","0.2","464.724","36.833","89707.944","85560.381"
"7","26","17","19","261","25.8","2.8","0.2","248.969","30.995","49067.147","46359.65"
"7","26","18","39","164","24","2.3","0.2","154.577","27.539","30602.744","28549.514"
"7","26","19","24","33","22","1.6","0.2","29.079","22.762","5293.086","4136.678"
"7","26","20","0","0","20.7","1.3","0.2","0","20.7","0","0"
"7","26","21","0","0","19.9","1.2","0.2","0","19.9","0","0"
"7","26","22","0","0","19.4","1","0.2","0","19.4","0","0"
"7","26","23","0","0","18.9","0.9","0.2","0","18.9","0","0"
"7","27","0","0","0","18.4","0.9","0.2","0","18.4","0","0"
"7","27","1","0","0","18","0.9","0.2","0","18","0","0"
"7","27","2","0","0","17.6","0.9","0.2","0","17.6","0","0"
"7","27","3","0","0","17.2","0.9","0.2","0","17.2","0","0"
"7","27","4","0","0","16.8","0.8","0.2","0","16.8","0","0"
"7","27","5","0","0","16.5","0.8","0.2","0","16.5","0","0"
"7","27","6","0","0","17.5","1.2","0.2","0","0","0","0"
"7","27","7","0","9","18.5","1.7","0.2","8.337","18.716","1519.179","496.495"
"7","27","8","1","27","22.2","2","0.2","25.398","22.817","4749.273","3612.134"
"7","27","9","23","230","24.4","1.7","0.2","226.276","30.23","44314.392","41775.304"
"7","27","10","796","138","26.3","1.5","0.2","725.829","45.891","137751.177","131901.252"
"7","27","11","866","128","27.7","1.4","0.2","884.41","52.084","162544.604","155816.149"
"7","27","12","872","139","28.7","1.2","0.2","968.15","56.656","173738.169","166613.082"
"7","27","13","35","700","29.3","1.1","0.2","697.876","49.821","126306.507","120862.112"
"7","27","14","14","599","29.3","0.9","0.2","578.447","47.201","105797.188","101079.52"
"7","27","15","0","800","28.6","0.7","0.2","753.822","53.24","135237.076","129476.235"
"7","27","16","0","37","27.5","0.6","0.2","34.441","28.66","6208.609","5019.76"
"7","27","17","93","354","26.3","0.7","0.2","366.182","38.348","70828.545","67349.955"
"7","27","18","48","171","24.8","0.8","0.2","162.36","30.006","31810.768","29714.733"
"7","27","19","32","34","23.3","0.9","0.2","29.751","24.221","5373.057","4213.815"
"7","27","20","0","0","22.2","0.9","0.2","0","22.2","0","0"
"7","27","21","0","0","21.3","0.9","0.2","0","21.3","0","0"
"7","27","22","0","0","20.5","1.1","0.2","0","20.5","0","0"
"7","27","23","0","0","19.9","1.3","0.2","0","19.9","0","0"
"7","28","0","0","0","19.5","1.4","0.2","0","19.5","0","0"
"7","28","1","0","0","19.1","1.5","0.2","0","19.1","0","0"
"7","28","2","0","0","18.8","1.9","0.2","0","18.8","0","0"
"7","28","3","0","0","18.4","2.3","0.2","0","18.4","0","0"
"7","28","4","0","0","18","2.3","0.2","0","18","0","0"
"7","28","5","0","0","17.7","2.1","0.2","0","17.7","0","0"
"7","28","6","0","0","17.9","2.5","0.2","0","0","0","0"
"7","28","7","41","89","18.2","3","0.2","81.209","19.834","15957.091","14422.815"
"7","28","8","27","123","20.6","3.8","0.2","122.786","22.785","24528.953","22690.941"
"7","28","9","27","198","22.9","4","0.2","200.023","26.347","39659.24","37285.102"
"7","28","10","33","202","25.1","4.1","0.2","214.755","28.737","41821.579","39370.821"
"7","28","11","20","369","26.7","4.1","0.2","363.904","32.849","70176.532","66721.045"
"7","28","12","12","66","27.8","4.2","0.2","74.085","29.034","13675.035","12221.621"
"7","28","13","27","113","28.2","4.2","0.2","136.218","30.469","25661.726","23783.576"
"7","28","14","53","707","28.1","4.2","0.2","726.408","40.196","137153.355","131324.613"
"7","28","15","24","313","27.5","4.2","0.2","315.835","32.766","60896.933","57770.259"
"7","28","16","0","619","26.5","4.3","0.2","576.375","35.997","111829.979","106898.545"
"7","28","17","54","335","25.2","4.2","0.2","331.94","30.769","66049.164","62739.926"
"7","28","18","24","132","23.3","3.7","0.2","125.091","25.562","24842.536","22993.413"
"7","28","19","3","23","21.5","3","0.2","21.361","21.927","3829.274","2724.734"
"7","28","20","0","0","20.2","2.9","0.2","0","20.2","0","0"
"7","28","21","0","0","19.3","3.1","0.2","0","19.3","0","0"
"7","28","22","0","0","18.6","3","0.2","0","18.6","0","0"
"7","28","23","0","0","18.1","2.8","0.2","0","18.1","0","0"
"7","29","0","0","0","17.8","2.8","0.2","0","17.8","0","0"
"7","29","1","0","0","17.4","2.7","0.2","0","17.4","0","0"
"7","29","2","0","0","17.1","2.5","0.2","0","17.1","0","0"
"7","29","3","0","0","16.9","2.3","0.2","0","16.9","0","0"
"7","29","4","0","0","16.8","2","0.2","0","16.8","0","0"
"7","29","5","0","0","16.7","2.1","0.2","0","16.7","0","0"
"7","29","6","0","0","17.1","2.7","0.2","0","0","0","0"
"7","29","7","388","58","17.5","3.2","0.2","85.19","19.043","13374.028","11931.28"
"7","29","8","643","89","20","4.6","0.2","297.876","24.681","58209.522","55178.074"
"7","29","9","14","50","22.1","5","0.2","54.718","22.925","10466.072","9126.364"
"7","29","10","34","139","23.9","5","0.2","156.136","26.246","30413.565","28367.039"
"7","29","11","31","259","25.2","4.9","0.2","272.862","29.342","53027.744","50179.907"
"7","29","12","23","364","26.3","4.7","0.2","364.649","31.972","70354.932","66893.124"
"7","29","13","25","103","27.2","4.5","0.2","124.624","29.192","23523.354","21720.975"
"7","29","14","28","111","27.5","4.4","0.2","133.575","29.666","25282.752","23418.03"
"7","29","15","12","425","26.9","4.5","0.2","408.51","33.435","78977.492","75210.152"
"7","29","16","29","219","25.5","4.6","0.2","224.753","29.058","43962.917","41436.283"
"7","29","17","29","144","23.7","4.6","0.2","147.262","26.04","29098.202","27098.284"
"7","29","18","26","78","21.9","4.2","0.2","77.69","23.204","15182.578","13675.745"
"7","29","19","0","18","20.4","3.3","0.2","16.703","20.718","2967.703","1893.693"
"7","29","20","0","0","19.4","2.5","0.2","0","19.4","0","0"
"7","29","21","0","0","18.7","1.7","0.2","0","18.7","0","0"
"7","29","22","0","0","18.3","1.2","0.2","0","18.3","0","0"
"7","29","23","0","0","18.1","1","0.2","0","18.1","0","0"
"7","30","0","0","0","18","1.3","0.2","0","18","0","0"
"7","30","1","0","0","17.7","1.8","0.2","0","17.7","0","0"
"7","30","2","0","0","17.4","1.8","0.2","0","17.4","0","0"
"7","30","3","0","0","17.1","1.5","0.2","0","17.1","0","0"
"7","30","4","0","0","16.7","1.1","0.2","0","16.7","0","0"
"7","30","5","0","0","16.4","1","0.2","0","16.4","0","0"
"7","30","6","0","0","16.9","1.6","0.2","0","0","0","0"
"7","30","7","0","13","17.3","2.1","0.2","12.047","17.588","2247.236","1198.754"
"7","30","8","9","34","19.6","2.9","0.2","34.929","20.317","6677.491","5472.027"
"7","30","9","9","43","21.8","3.1","0.2","45.393","22.699","8610.691","7336.726"
"7","30","10","12","57","24","3.2","0.2","62.589","25.216","11782.321","10395.973"
"7","30","11","52","647","25.6","3.3","0.2","663.547","38.251","126504.492","121053.082"
"7","30","12","35","685","26.7","3.5","0.2","683.023","39.303","129178.157","123632.008"
"7","30","13","27","680","27.3","3.5","0.2","671.689","39.691","126708.768","121250.119"
"7","30","14","77","699","27.3","3.4","0.2","741.858","41.215","139612.341","133696.468"
"7","30","15","855","123","26.9","3.4","0.2","821.676","42.421","157691.164","151134.686"
"7","30","16","0","645","26","3.3","0.2","601.33","37.496","116036.863","110956.363"
"7","30","17","698","107","24.8","3.1","0.2","418.142","33.1","83153.142","79237.842"
"7","30","18","523","81","23","2.3","0.2","187.652","27.146","33102.791","30960.974"
"7","30","19","166","30","21.2","1.6","0.2","22.674","21.793","4078.027","2964.673"
"7","30","20","0","0","20.1","1.4","0.2","0","20.1","0","0"
"7","30","21","0","0","19.4","1.2","0.2","0","19.4","0","0"
"7","30","22","0","0","18.7","1.1","0.2","0","18.7","0","0"
"7","30","23","0","0","18.1","0.9","0.2","0","18.1","0","0"
"7","31","0","0","0","17.5","0.9","0.2","0","17.5","0","0"
"7","31","1","0","0","17","0.9","0.2","0","17","0","0"
"7","31","2","0","0","16.7","0.8","0.2","0","16.7","0","0"
"7","31","3","0","0","16.6","0.8","0.2","0","16.6","0","0"
"7","31","4","0","0","16.4","0.7","0.2","0","16.4","0","0"
"7","31","5","0","0","16.4","0.7","0.2","0","16.4","0","0"
"7","31","6","0","0","17.1","1","0.2","0","0","0","0"
"7","31","7","60","93","17.8","1.3","0.2","85.864","20.213","16707.743","15146.868"
"7","31","8","670","81","20.5","1.9","0.2","299.757","27.834","57780.65","54764.399"
"7","31","9","796","94","22.9","1.9","0.2","535.345","36.2","106736.937","101985.97"
"7","31","10","865","101","25.1","2","0.2","742.218","43.114","142702.331","136676.967"
"7","31","11","919","95","26.7","2.2","0.2","902.722","47.723","169114.321","162153.075"
"7","31","12","934","98","27.9","2.5","0.2","992.573","49.721","183581.867","176107.978"
"7","31","13","934","100","28.4","2.7","0.2","1009.552","49.803","186480.66","178904.055"
"7","31","14","919","103","28.4","3","0.2","954.957","47.633","178455.413","171163.175"
"7","31","15","888","101","27.9","3.1","0.2","828.206","44.325","157826.442","151265.17"
"7","31","16","0","643","27.1","3.2","0.2","599.866","38.755","115175.203","110125.234"
"7","31","17","747","87","25.9","3.1","0.2","422.193","34.281","83608.442","79677.009"
"7","31","18","0","11","24","2.4","0.2","10.197","24.23","1826.767","793.184"
"7","31","19","0","4","22","1.6","0.2","3.702","22.097","603.524","0"
"7","31","20","0","0","20.7","1.4","0.2","0","20.7","0","0"
"7","31","21","0","0","19.8","1.3","0.2","0","19.8","0","0"
"7","31","22","0","0","18.9","1.2","0.2","0","18.9","0","0"
"7","31","23","0","0","18.2","1.1","0.2","0","18.2","0","0"
"8","1","0","0","0","17.6","1","0.2","0","17.6","0","0"
"8","1","1","0","0","17","0.9","0.2","0","17","0","0"
"8","1","2","0","0","16.6","0.8","0.2","0","16.6","0","0"
"8","1","3","0","0","16.3","0.7","0.2","0","16.3","0","0"
"8","1","4","0","0","16.1","0.7","0.2","0","16.1","0","0"
"8","1","5","0","0","16","0.7","0.2","0","16","0","0"
"8","1","6","0","0","16.7","1.1","0.2","0","0","0","0"
"8","1","7","33","81","17.5","1.5","0.2","74.187","19.498","14576.786","13091.419"
"8","1","8","22","184","20.7","1.8","0.2","176.118","25.159","35401.417","33178.151"
"8","1","9","33","129","22.2","1.5","0.2","139.274","25.953","27348.241","25410.331"
"8","1","10","33","203","23.7","1.3","0.2","216.012","29.774","41902.613","39448.983"
"8","1","11","17","393","24.6","1.6","0.2","384.38","34.669","73667.737","70088.543"
"8","1","12","12","66","24.9","2.2","0.2","74.176","26.616","13842.069","12382.736"
"8","1","13","26","341","24.7","2.6","0.2","351.595","32.242","67683.342","64316.199"
"8","1","14","27","322","24.3","2.7","0.2","331.946","31.298","64182.451","60939.358"
"8","1","15","30","258","23.8","2.6","0.2","268.927","29.581","52333.701","49510.457"
"8","1","16","9","47","23","2.3","0.2","50.132","24.142","9430.101","8127.102"
"8","1","17","29","151","22.2","1.8","0.2","153.841","26.088","30452.469","28404.564"
"8","1","18","22","46","21.1","1.1","0.2","47.786","22.516","9116.324","7824.443"
"8","1","19","0","12","20.1","0.7","0.2","11.123","20.462","1932.56","895.228"
"8","1","20","0","0","19.4","0.6","0.2","0","19.4","0","0"
"8","1","21","0","0","19","0.7","0.2","0","19","0","0"
"8","1","22","0","0","18.7","0.7","0.2","0","18.7","0","0"
"8","1","23","0","0","18.4","0.7","0.2","0","18.4","0","0"
"8","2","0","0","0","18.2","0.6","0.2","0","18.2","0","0"
"8","2","1","0","0","18.1","0.6","0.2","0","18.1","0","0"
"8","2","2","0","0","18.1","0.5","0.2","0","18.1","0","0"
"8","2","3","0","0","18","0.4","0.2","0","18","0","0"
"8","2","4","0","0","17.8","0.5","0.2","0","17.8","0","0"
"8","2","5","0","0","17.5","0.6","0.2","0","17.5","0","0"
"8","2","6","0","0","18","1.1","0.2","0","0","0","0"
"8","2","7","0","13","18.5","1.4","0.2","12.047","18.834","2232.033","1184.09"
"8","2","8","11","35","20.5","1.9","0.2","36.54","21.405","6961.354","5745.833"
"8","2","9","18","278","22.3","1.9","0.2","268.286","28.927","53101.741","50251.282"
"8","2","10","22","297","24","2","0.2","294.085","31.095","57206.462","54210.556"
"8","2","11","11","461","25.2","2.1","0.2","443.781","35.671","84936.608","80958.113"
"8","2","12","35","177","25.6","2.1","0.2","202.126","30.37","38672.529","36333.355"
"8","2","13","43","711","25.5","2.1","0.2","718.149","42.43","134091.504","128371.255"
"8","2","14","0","800","24.9","2.1","0.2","760.488","42.83","141830.141","135835.682"
"8","2","15","41","590","24.2","2.1","0.2","589.437","38.123","112621.626","107662.141"
"8","2","16","31","197","23.3","1.9","0.2","205.687","28.374","40253.92","37858.711"
"8","2","17","83","345","22.3","1.7","0.2","355.083","31.467","70627.664","67156.192"
"8","2","18","3","24","21.1","1.3","0.2","22.91","21.749","4303.114","3181.784"
"8","2","19","0","7","20","1","0.2","6.482","20.195","1099.848","92.022"
"8","2","20","0","0","19.3","0.9","0.2","0","19.3","0","0"
"8","2","21","0","0","18.8","0.8","0.2","0","18.8","0","0"
"8","2","22","0","0","18.5","0.7","0.2","0","18.5","0","0"
"8","2","23","0","0","18.3","0.5","0.2","0","18.3","0","0"
"8","3","0","0","0","18.2","0.3","0.2","0","18.2","0","0"
"8","3","1","0","0","18.1","0.2","0.2","0","18.1","0","0"
"8","3","2","0","0","17.9","0.2","0.2","0","17.9","0","0"
"8","3","3","0","0","17.6","0.3","0.2","0","17.6","0","0"
"8","3","4","0","0","17.4","0.5","0.2","0","17.4","0","0"
"8","3","5","0","0","17.1","0.5","0.2","0","17.1","0","0"
"8","3","6","0","0","17.5","0.8","0.2","0","0","0","0"
"8","3","7","0","17","18","0.9","0.2","15.76","18.494","2962.992","1889.148"
"8","3","8","18","44","20.3","1","0.2","47.281","21.738","9086.181","7795.369"
"8","3","9","14","50","22.1","1","0.2","54.773","23.763","10442.006","9103.151"
"8","3","10","33","195","23.8","1","0.2","208.614","30.113","40370.821","37971.469"
"8","3","11","26","314","25","1","0.2","321.613","34.71","61402.511","58257.922"
"8","3","12","9","526","25.7","1","0.2","506.312","40.966","94727.992","90402.549"
"8","3","13","35","796","25.8","1.1","0.2","793.153","49.123","144010.109","137938.405"
"8","3","14","15","785","25.6","1.2","0.2","760.316","47.425","139213.369","133311.633"
"8","3","15","0","747","25.1","1.4","0.2","706.235","44.464","131472.128","125844.695"
"8","3","16","89","518","24.5","1.4","0.2","545.829","39.516","104693.872","100015.298"
"8","3","17","548","155","23.7","1.4","0.2","395.027","34.611","77981.993","74249.928"
"8","3","18","69","172","22.5","1.1","0.2","168.016","27.481","33152.818","31009.229"
"8","3","19","31","28","21.1","0.8","0.2","24.062","21.863","4310.632","3189.036"
"8","3","20","0","0","20.3","0.7","0.2","0","20.3","0","0"
"8","3","21","0","0","19.8","0.7","0.2","0","19.8","0","0"
"8","3","22","0","0","19.4","0.7","0.2","0","19.4","0","0"
"8","3","23","0","0","19","0.6","0.2","0","19","0","0"
"8","4","0","0","0","18.6","0.6","0.2","0","18.6","0","0"
"8","4","1","0","0","18.3","0.6","0.2","0","18.3","0","0"
"8","4","2","0","0","17.9","0.5","0.2","0","17.9","0","0"
"8","4","3","0","0","17.6","0.5","0.2","0","17.6","0","0"
"8","4","4","0","0","17.3","0.5","0.2","0","17.3","0","0"
"8","4","5","0","0","17","0.6","0.2","0","17","0","0"
"8","4","6","0","0","17.5","0.9","0.2","0","0","0","0"
"8","4","7","57","89","18.1","1.2","0.2","82.496","20.475","16000.355","14464.546"
"8","4","8","68","252","20.8","1.7","0.2","251.775","27.306","50620.662","47858.117"
"8","4","9","25","364","22.8","1.6","0.2","352.003","32.07","69323.679","65898.412"
"8","4","10","60","549","24.4","1.4","0.2","565.21","39.924","107659.222","102875.575"
"8","4","11","11","469","25.5","1.2","0.2","451.703","38.475","85506.969","81508.264"
"8","4","12","0","800","26.1","1","0.2","762.45","49.086","138394.23","132521.519"
"8","4","13","9","531","26.3","0.8","0.2","511.883","42.556","95100.621","90761.975"
"8","4","14","34","762","26.2","0.8","0.2","756.123","50.23","136917.658","131097.268"
"8","4","15","34","577","25.8","0.7","0.2","571.864","44.501","106399.807","101660.785"
"8","4","16","34","150","25.3","0.5","0.2","163.532","30.977","31433.436","29350.771"
"8","4","17","0","17","24.4","0.4","0.2","15.787","24.966","2829.738","1760.616"
"8","4","18","74","173","23.2","0.4","0.2","169.944","29.292","33259.163","31111.806"
"8","4","19","48","29","22","0.6","0.2","24.77","22.829","4405.032","3280.091"
"8","4","20","0","0","21","0.7","0.2","0","21","0","0"
"8","4","21","0","0","20.3","0.8","0.2","0","20.3","0","0"
"8","4","22","0","0","19.8","0.9","0.2","0","19.8","0","0"
"8","4","23","0","0","19.4","0.9","0.2","0","19.4","0","0"
"8","5","0","0","0","19.1","0.9","0.2","0","19.1","0","0"
"8","5","1","0","0","18.8","1","0.2","0","18.8","0","0"
"8","5","2","0","0","18.5","1.2","0.2","0","18.5","0","0"
"8","5","3","0","0","18.3","1.5","0.2","0","18.3","0","0"
"8","5","4","0","0","18","1.7","0.2","0","18","0","0"
"8","5","5","0","0","17.6","1.6","0.2","0","17.6","0","0"
"8","5","6","0","0","17.8","1.8","0.2","0","0","0","0"
"8","5","7","10","27","18.1","2.2","0.2","26.226","18.711","4948.469","3804.272"
"8","5","8","26","127","20","2.5","0.2","126.421","22.788","25316.094","23450.191"
"8","5","9","18","272","22.1","2.6","0.2","263.006","27.776","52280.223","49458.874"
"8","5","10","14","443","24.1","2.6","0.2","426.01","33.263","82848.259","78943.762"
"8","5","11","20","586","25.5","2.5","0.2","571.658","37.998","108863.769","104037.44"
"8","5","12","10","519","26.4","2.4","0.2","500.914","37.545","95030.294","90694.14"
"8","5","13","23","668","26.9","2.3","0.2","657.922","41.816","123034.247","117705.801"
"8","5","14","0","800","27.2","2.2","0.2","761.771","44.812","140937.652","134974.818"
"8","5","15","843","130","27.2","2.2","0.2","822.309","46.359","155303.437","148831.565"
"8","5","16","0","637","26.7","2.2","0.2","596.365","40.543","113716.874","108718.58"
"8","5","17","111","351","25.7","2.1","0.2","373.813","34.587","73553.962","69978.799"
"8","5","18","29","138","23.9","1.6","0.2","130.88","27.361","25825.427","23941.476"
"8","5","19","11","23","21.9","1","0.2","21.112","22.535","3741.31","2639.887"
"8","5","20","0","0","20.7","1","0.2","0","20.7","0","0"
"8","5","21","0","0","19.9","0.9","0.2","0","19.9","0","0"
"8","5","22","0","0","19.2","0.9","0.2","0","19.2","0","0"
"8","5","23","0","0","18.7","0.8","0.2","0","18.7","0","0"
"8","6","0","0","0","18.2","0.7","0.2","0","18.2","0","0"
"8","6","1","0","0","17.8","0.7","0.2","0","17.8","0","0"
"8","6","2","0","0","17.6","0.6","0.2","0","17.6","0","0"
"8","6","3","0","0","17.4","0.5","0.2","0","17.4","0","0"
"8","6","4","0","0","17.3","0.4","0.2","0","17.3","0","0"
"8","6","5","0","0","17.2","0.2","0.2","0","17.2","0","0"
"8","6","6","0","0","17.6","0.3","0.2","0","0","0","0"
"8","6","7","354","58","18.1","0.4","0.2","81.804","20.836","12884.257","11458.863"
"8","6","8","623","93","21.3","1","0.2","297.579","30.256","57073.992","54082.78"
"8","6","9","755","112","23.7","1.4","0.2","533.739","38.485","105387.877","100684.712"
"8","6","10","828","123","25.6","1.8","0.2","742.836","44.387","141999.826","135999.354"
"8","6","11","0","800","27","2","0.2","760.665","45.309","140741.205","134785.332"
"8","6","12","880","138","27.9","2.2","0.2","985.056","50.814","181225.732","173835.331"
"8","6","13","0","800","28.4","2.3","0.2","764.023","45.717","140554.773","134605.505"
"8","6","14","0","800","28.5","2.4","0.2","762.216","45.462","140648.364","134695.78"
"8","6","15","0","762","28.2","2.5","0.2","722.04","43.996","134704.673","128962.697"
"8","6","16","0","628","27.4","2.6","0.2","588.333","40.071","112395.782","107444.299"
"8","6","17","0","447","26.2","2.6","0.2","410.283","35.072","80701.256","76872.836"
"8","6","18","118","178","24.4","2","0.2","183.496","28.836","35733.397","33498.368"
"8","6","19","162","24","22.4","1.2","0.2","18.04","22.916","3150.359","2069.876"
"8","6","20","0","0","21.2","1.1","0.2","0","21.2","0","0"
"8","6","21","0","0","20.4","1","0.2","0","20.4","0","0"
"8","6","22","0","0","19.8","0.9","0.2","0","19.8","0","0"
"8","6","23","0","0","19.3","0.8","0.2","0","19.3","0","0"
"8","7","0","0","0","18.9","0.8","0.2","0","18.9","0","0"
"8","7","1","0","0","18.5","0.8","0.2","0","18.5","0","0"
"8","7","2","0","0","18.2","0.7","0.2","0","18.2","0","0"
"8","7","3","0","0","17.9","0.7","0.2","0","17.9","0","0"
"8","7","4","0","0","17.7","0.6","0.2","0","17.7","0","0"
"8","7","5","0","0","17.5","0.6","0.2","0","17.5","0","0"
"8","7","6","0","0","18.1","0.7","0.2","0","0","0","0"
"8","7","7","36","78","18.8","0.8","0.2","72.064","21.102","13985.746","12521.322"
"8","7","8","72","251","22","1.4","0.2","252.932","28.988","50520.605","47761.606"
"8","7","9","60","407","23.9","1.5","0.2","414.286","35.06","81024.515","77184.641"
"8","7","10","80","560","25.5","1.7","0.2","592.101","40.715","112559.704","107602.413"
"8","7","11","811","164","26.8","1.8","0.2","885.011","49.137","164542.584","157743.333"
"8","7","12","838","165","27.8","1.9","0.2","977.518","51.942","178861.028","171554.418"
"8","7","13","72","740","28.2","2.1","0.2","788.205","46.787","144712.489","138615.897"
"8","7","14","13","452","28.2","2.3","0.2","438.985","38.158","83006.468","79096.365"
"8","7","15","48","596","27.7","2.5","0.2","609.277","41.036","115143.373","110094.532"
