"PVWatts Hourly PV Performance Data"
"Requested Location","昆明"
"Location","Lat, Lng: 25.05, 102.7"
"Latitude (DD)","25.05"
"Longitude (DD)","102.70"
"Elevation (m)","1922"
"DC System Size (kW)","244.44"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","23","10","548","254","18.4","4.9","0.2","676.38","28.743","137561.045","131717.857"
"3","23","11","287","400","20.3","5.4","0.2","667.333","29.855","133240.349","127550.261"
"3","23","12","611","334","21.8","5.7","0.2","953.684","34.99","186726.368","179141.057"
"3","23","13","754","253","22.7","5.8","0.2","1028.801","36.774","200133.683","192073.298"
"3","23","14","742","244","22.9","5.8","0.2","969.011","36.164","189562.716","181876.902"
"3","23","15","557","287","22.5","5.8","0.2","766.38","32.998","152541.816","146167.799"
"3","23","16","504","231","21.3","5.6","0.2","574.654","29.379","117070.269","111953.151"
"3","23","17","420","167","19.3","4.8","0.2","359.116","24.876","74156.9","70560.373"
"3","23","18","198","80","16.5","3.5","0.2","119.146","18.676","22540.047","20772.51"
"3","23","19","0","0","14.3","3","0.2","0","0","0","0"
"3","23","20","0","0","13.2","2.8","0.2","0","13.2","0","0"
"3","23","21","0","0","12.2","2.6","0.2","0","12.2","0","0"
"3","23","22","0","0","11.6","2.5","0.2","0","11.6","0","0"
"3","23","23","0","0","11.3","2.5","0.2","0","11.3","0","0"
"3","24","0","0","0","11.1","2.5","0.2","0","11.1","0","0"
"3","24","1","0","0","10.8","2.4","0.2","0","10.8","0","0"
"3","24","2","0","0","10.4","2.2","0.2","0","10.4","0","0"
"3","24","3","0","0","9.9","2","0.2","0","9.9","0","0"
"3","24","4","0","0","9.5","1.9","0.2","0","9.5","0","0"
"3","24","5","0","0","9.2","2","0.2","0","9.2","0","0"
"3","24","6","0","0","9.2","2","0.2","0","9.2","0","0"
"3","24","7","87","28","9.5","2.1","0.2","34.471","10.276","5726.56","4554.792"
"3","24","8","419","114","13.9","3.9","0.2","250.324","18.256","50762.972","47995.385"
"3","24","9","616","162","16.9","5","0.2","510.078","24.634","106802.301","102049.017"
"3","24","10","725","189","19.2","5.5","0.2","747.68","29.83","151866.466","145516.38"
"3","24","11","781","206","20.9","5.6","0.2","924.727","33.866","183245.989","175784.002"
"3","24","12","786","229","22.1","5.7","0.2","1021.732","36.244","199447.802","191411.72"
"3","24","13","643","324","22.8","5.7","0.2","987.296","36.454","192025.011","184251.948"
"3","24","14","751","240","23.1","5.7","0.2","973.238","36.576","190072.337","182368.466"
"3","24","15","597","278","22.9","5.5","0.2","790.279","34.112","156674.625","150154.166"
"3","24","16","423","249","22.1","5.2","0.2","532.764","29.954","108034.292","103237.354"
"3","24","17","215","174","20.3","4.1","0.2","266.923","24.855","54653.708","51748.256"
"3","24","18","100","72","17.4","2.6","0.2","89.843","19.322","17241.867","15662.066"
"3","24","19","0","0","15.2","2.1","0.2","0","0","0","0"
"3","24","20","0","0","14.2","2.1","0.2","0","14.2","0","0"
"3","24","21","0","0","13.3","2.1","0.2","0","13.3","0","0"
"3","24","22","0","0","12.4","1.9","0.2","0","12.4","0","0"
"3","24","23","0","0","11.6","1.7","0.2","0","11.6","0","0"
"3","25","0","0","0","11","1.5","0.2","0","11","0","0"
"3","25","1","0","0","10.4","1.3","0.2","0","10.4","0","0"
"3","25","2","0","0","9.8","1.3","0.2","0","9.8","0","0"
"3","25","3","0","0","9.3","1.3","0.2","0","9.3","0","0"
"3","25","4","0","0","9","1.2","0.2","0","9","0","0"
"3","25","5","0","0","8.9","1.2","0.2","0","8.9","0","0"
"3","25","6","0","0","9.3","1","0.2","0","9.3","0","0"
"3","25","7","105","29","9.6","0.9","0.2","36.543","10.674","5973.037","4792.535"
"3","25","8","449","110","14.7","2","0.2","256.68","20.882","51485.907","48692.704"
"3","25","9","643","153","17.5","2.6","0.2","519.334","28.786","107063.778","102301.23"
"3","25","10","756","174","19.4","2.7","0.2","756.75","35.5","150415.12","144116.461"
"3","25","11","825","181","20.9","2.7","0.2","935.507","40.764","180510.036","173144.995"
"3","25","12","846","191","22.1","2.7","0.2","1037.154","44.1","196363.116","188436.337"
"3","25","13","739","267","22.8","2.7","0.2","1027.589","44.579","193653.083","185822.331"
"3","25","14","756","231","23","2.6","0.2","968.606","43.916","183741.469","176261.925"
"3","25","15","772","190","22.9","2.6","0.2","850.358","41.295","164301.616","157510.903"
"3","25","16","705","164","22.2","2.4","0.2","642.974","36.669","127848.557","122349.521"
"3","25","17","573","130","20.8","1.8","0.2","390.122","30.689","78874.357","75110.671"
"3","25","18","296","71","18.1","1.2","0.2","130.869","21.782","23767.579","21956.546"
"3","25","19","0","0","15.7","1.2","0.2","0","0","0","0"
"3","25","20","0","0","14.5","1.5","0.2","0","14.5","0","0"
"3","25","21","0","0","13.8","2","0.2","0","13.8","0","0"
"3","25","22","0","0","13.2","2.5","0.2","0","13.2","0","0"
"3","25","23","0","0","12.6","2.8","0.2","0","12.6","0","0"
"3","26","0","0","0","11.8","2.7","0.2","0","11.8","0","0"
"3","26","1","0","0","11.2","2.4","0.2","0","11.2","0","0"
"3","26","2","0","0","10.8","2","0.2","0","10.8","0","0"
"3","26","3","0","0","10.6","1.7","0.2","0","10.6","0","0"
"3","26","4","0","0","10.5","1.5","0.2","0","10.5","0","0"
"3","26","5","0","0","10.3","1.3","0.2","0","10.3","0","0"
"3","26","6","0","0","10.6","1.4","0.2","0","10.6","0","0"
"3","26","7","51","29","10.9","1.5","0.2","31.899","11.731","5568.582","4402.412"
"3","26","8","337","128","14.6","2.9","0.2","236.078","19.421","47904.996","45238.678"
"3","26","9","398","209","17","3.1","0.2","431.923","25.598","89451.853","85313.365"
"3","26","10","339","322","18.9","3.4","0.2","582.001","29.889","117140.302","112020.703"
"3","26","11","364","377","20.3","3.6","0.2","712.801","33.32","140634.267","134682.182"
"3","26","12","417","433","21.3","3.8","0.2","855.302","36.445","166009.049","159157.836"
"3","26","13","400","412","22","3.9","0.2","824.797","36.389","160069.929","153429.162"
"3","26","14","354","430","22.3","4","0.2","777.122","35.665","151426.113","145091.63"
"3","26","15","64","290","22.1","3.9","0.2","335.292","27.948","66516.442","63190.647"
"3","26","16","285","258","21.5","3.7","0.2","449.275","29.612","90714.71","86531.474"
"3","26","17","413","172","20","2.8","0.2","355.831","27.447","72657.946","69114.533"
"3","26","18","161","81","17.3","1.8","0.2","111.67","20.08","21193.786","19473.953"
"3","26","19","0","0","15.1","1.6","0.2","0","0","0","0"
"3","26","20","0","0","14.2","1.8","0.2","0","14.2","0","0"
"3","26","21","0","0","13.5","2","0.2","0","13.5","0","0"
"3","26","22","0","0","12.8","2","0.2","0","12.8","0","0"
"3","26","23","0","0","12","1.8","0.2","0","12","0","0"
"3","27","0","0","0","11.5","1.5","0.2","0","11.5","0","0"
"3","27","1","0","0","11.1","1.1","0.2","0","11.1","0","0"
"3","27","2","0","0","10.9","1","0.2","0","10.9","0","0"
"3","27","3","0","0","10.9","0.9","0.2","0","10.9","0","0"
"3","27","4","0","0","11","0.8","0.2","0","11","0","0"
"3","27","5","0","0","11","0.8","0.2","0","11","0","0"
"3","27","6","0","0","11.3","0.9","0.2","0","11.3","0","0"
"3","27","7","52","31","11.6","1","0.2","33.646","12.589","5888.898","4711.378"
"3","27","8","118","131","14.8","2.2","0.2","165.775","18.665","33944.749","31773.099"
"3","27","9","103","228","16.5","2.2","0.2","277.677","22.98","57016.027","54026.87"
"3","27","10","85","326","17.6","2","0.2","381.884","26.834","76690.098","73003.81"
"3","27","11","247","431","17.9","2.1","0.2","654.32","33.394","128596.76","123071.212"
"3","27","12","14","194","17.7","2.2","0.2","201.43","22.362","39842.084","37461.467"
"3","27","13","221","469","17.7","2.2","0.2","694.428","33.799","135574.094","129801.312"
"3","27","14","116","434","17.9","2.2","0.2","546.337","30.563","107745.763","102959.049"
"3","27","15","150","379","17.8","2","0.2","503.304","29.962","100099.778","95583.992"
"3","27","16","4","125","17.3","1.6","0.2","119.506","20.446","23785.634","21973.962"
"3","27","17","2","46","16.5","0.9","0.2","43.635","17.864","8562.912","7290.64"
"3","27","18","0","12","15.2","0.5","0.2","11.12","15.589","2087.519","1044.696"
"3","27","19","0","0","14.1","0.6","0.2","0","0","0","0"
"3","27","20","0","0","13.4","0.7","0.2","0","13.4","0","0"
"3","27","21","0","0","12.6","1.5","0.2","0","12.6","0","0"
"3","27","22","0","0","11.6","2.7","0.2","0","11.6","0","0"
"3","27","23","0","0","10.5","3.4","0.2","0","10.5","0","0"
"3","28","0","0","0","9.4","3.8","0.2","0","9.4","0","0"
"3","28","1","0","0","8.6","3.1","0.2","0","8.6","0","0"
"3","28","2","0","0","8.1","1.9","0.2","0","8.1","0","0"
"3","28","3","0","0","7.9","1.1","0.2","0","7.9","0","0"
"3","28","4","0","0","7.9","0.7","0.2","0","7.9","0","0"
"3","28","5","0","0","7.4","0.7","0.2","0","7.4","0","0"
"3","28","6","0","0","7","0.9","0.2","0","7","0","0"
"3","28","7","91","26","7.1","1","0.2","32.547","8.038","5463.43","4300.986"
"3","28","8","1","32","11.3","2","0.2","30.031","12.031","5997.494","4816.126"
"3","28","9","68","202","14.3","2.8","0.2","232.297","19.152","48096.749","45423.637"
"3","28","10","202","322","16.8","3.6","0.2","472.305","25.437","96120.119","91745.348"
"3","28","11","211","386","18.3","3.8","0.2","576.172","28.501","115258.186","110205.277"
"3","28","12","63","331","19.2","3.9","0.2","385.539","25.91","76753.55","73065.013"
"3","28","13","353","442","19.7","3.9","0.2","807.598","33.783","158121.502","151549.775"
"3","28","14","266","412","19.8","3.8","0.2","674.295","31.735","133186.871","127498.678"
"3","28","15","640","260","19.5","3.6","0.2","807.225","34.28","159956.958","153320.194"
"3","28","16","31","195","18.8","3.3","0.2","207.748","22.782","41859.032","39406.947"
"3","28","17","18","132","17.6","2.4","0.2","131.737","20.562","26748.855","24832.183"
"3","28","18","0","31","15.4","1.3","0.2","28.777","16.217","5634.323","4465.823"
"3","28","19","0","0","14","0.7","0.2","0","0","0","0"
"3","28","20","0","0","13.6","0.5","0.2","0","13.6","0","0"
"3","28","21","0","0","12.9","0.5","0.2","0","12.9","0","0"
"3","28","22","0","0","12.2","0.6","0.2","0","12.2","0","0"
"3","28","23","0","0","11.6","0.5","0.2","0","11.6","0","0"
"3","29","0","0","0","11.2","0.5","0.2","0","11.2","0","0"
"3","29","1","0","0","10.7","0.4","0.2","0","10.7","0","0"
"3","29","2","0","0","10.3","0.3","0.2","0","10.3","0","0"
"3","29","3","0","0","9.9","0.2","0.2","0","9.9","0","0"
"3","29","4","0","0","9.5","0.3","0.2","0","9.5","0","0"
"3","29","5","0","0","8.9","0.4","0.2","0","8.9","0","0"
"3","29","6","0","0","8.8","0.5","0.2","0","8.8","0","0"
"3","29","7","185","37","9","0.5","0.2","50.566","10.643","8168.215","6909.93"
"3","29","8","589","88","14.2","1.9","0.2","285.532","21.208","57047.518","54057.245"
"3","29","9","763","114","17.6","2.8","0.2","551.241","29.165","113669.123","108672.52"
"3","29","10","859","128","19.8","3","0.2","789.33","35.75","156858.829","150331.844"
"3","29","11","918","129","21.3","3.2","0.2","963.645","40.101","186537.11","178958.506"
"3","29","12","938","134","22.4","3.4","0.2","1064.046","42.485","202888.617","194730.614"
"3","29","13","842","189","23","3.4","0.2","1045.918","42.73","198857.701","190842.529"
"3","29","14","570","351","23.3","3.4","0.2","908.108","40.415","174130.343","166991.36"
"3","29","15","873","137","23.1","3.4","0.2","875.911","39.663","170537.494","163525.819"
"3","29","16","851","106","22.4","3.3","0.2","677.213","35.449","135625.211","129850.618"
"3","29","17","733","90","20.9","2.6","0.2","421.082","30.03","85390.051","81395.489"
"3","29","18","389","66","17.9","1.6","0.2","142.628","21.531","25350.72","23483.59"
"3","29","19","0","0","15.5","1.3","0.2","0","0","0","0"
"3","29","20","0","0","14.5","1.4","0.2","0","14.5","0","0"
"3","29","21","0","0","13.7","1.5","0.2","0","13.7","0","0"
"3","29","22","0","0","13","1.6","0.2","0","13","0","0"
"3","29","23","0","0","12.3","1.8","0.2","0","12.3","0","0"
"3","30","0","0","0","11.5","1.8","0.2","0","11.5","0","0"
"3","30","1","0","0","10.7","1.8","0.2","0","10.7","0","0"
"3","30","2","0","0","10","1.6","0.2","0","10","0","0"
"3","30","3","0","0","9.4","1.4","0.2","0","9.4","0","0"
"3","30","4","0","0","8.9","1.3","0.2","0","8.9","0","0"
"3","30","5","0","0","8.5","1.2","0.2","0","8.5","0","0"
"3","30","6","0","0","9","1.2","0.2","0","9","0","0"
"3","30","7","158","39","9.7","1.2","0.2","49.954","11.064","8312.645","7049.242"
"3","30","8","509","106","15.3","3.2","0.2","275.682","20.642","55451.677","52517.95"
"3","30","9","678","146","18.1","3.9","0.2","536.141","27.535","110992.623","106090.86"
"3","30","10","776","169","20","4.2","0.2","770.3","32.943","154503.875","148060.335"
"3","30","11","843","174","21.5","4.4","0.2","947.312","36.954","185427.789","177888.492"
"3","30","12","863","182","22.7","4.5","0.2","1045.854","39.516","201568.92","193457.678"
"3","30","13","864","186","23.4","4.5","0.2","1064.732","40.516","204167.92","195964.586"
"3","30","14","631","304","23.6","4.5","0.2","919.063","38.366","177885.017","170612.99"
"3","30","15","328","295","23.1","4.5","0.2","572.592","32.303","113673.389","108676.636"
"3","30","16","513","218","22.1","4.4","0.2","563.387","31.314","113837.993","108835.407"
"3","30","17","259","168","20.5","3.3","0.2","281.426","25.916","57380.449","54378.379"
"3","30","18","264","81","17.8","1.9","0.2","130.56","20.954","24089.759","22267.31"
"3","30","19","0","0","15.6","1.3","0.2","0","0","0","0"
"3","30","20","0","0","14.9","1.3","0.2","0","14.9","0","0"
"3","30","21","0","0","14.4","1.4","0.2","0","14.4","0","0"
"3","30","22","0","0","14","1.4","0.2","0","14","0","0"
"3","30","23","0","0","13.4","1.4","0.2","0","13.4","0","0"
"3","31","0","0","0","12.7","1.4","0.2","0","12.7","0","0"
"3","31","1","0","0","12","1.4","0.2","0","12","0","0"
"3","31","2","0","0","11.3","1.3","0.2","0","11.3","0","0"
"3","31","3","0","0","10.8","1.3","0.2","0","10.8","0","0"
"3","31","4","0","0","10.5","1.2","0.2","0","10.5","0","0"
"3","31","5","0","0","10.2","1.2","0.2","0","10.2","0","0"
"3","31","6","0","0","10.5","1.1","0.2","0","10.5","0","0"
"3","31","7","130","40","10.9","1","0.2","48.088","12.293","8168.777","6910.471"
"3","31","8","471","116","16.5","2.7","0.2","273.406","22.273","54808.299","51897.37"
"3","31","9","656","156","19","3.6","0.2","534.223","28.83","109950.586","105085.746"
"3","31","10","766","176","20.4","3.9","0.2","770.341","33.91","153862.718","147441.897"
"3","31","11","844","176","21.7","3.8","0.2","950.593","38.587","184829.725","177311.62"
"3","31","12","879","175","22.9","3.7","0.2","1054.683","41.901","201324.619","193222.034"
"3","31","13","896","168","23.8","3.7","0.2","1078.44","43.227","204576.51","196358.698"
"3","31","14","894","157","24.1","3.6","0.2","1017.909","42.729","194175.778","186326.505"
"3","31","15","855","150","23.9","3.5","0.2","872.705","40.144","169489.296","162514.763"
"3","31","16","780","138","23.2","3.4","0.2","662.056","35.75","132202.822","126549.497"
"3","31","17","637","115","21.5","2.6","0.2","401.875","30.211","81283.589","77434.535"
"3","31","18","367","74","18.2","1.6","0.2","144.957","21.902","26012.92","24122.326"
"3","31","19","0","0","15.5","1.3","0.2","0","0","0","0"
"3","31","20","0","0","14.4","1.4","0.2","0","14.4","0","0"
"3","31","21","0","0","13.6","1.4","0.2","0","13.6","0","0"
"3","31","22","0","0","12.9","1.5","0.2","0","12.9","0","0"
"3","31","23","0","0","12.1","1.5","0.2","0","12.1","0","0"
"4","1","0","0","0","11.6","1.5","0.2","0","11.6","0","0"
"4","1","1","0","0","11.1","1.4","0.2","0","11.1","0","0"
"4","1","2","0","0","10.6","1.4","0.2","0","10.6","0","0"
"4","1","3","0","0","10.3","1.3","0.2","0","10.3","0","0"
"4","1","4","0","0","9.9","1.3","0.2","0","9.9","0","0"
"4","1","5","0","0","9.7","1.2","0.2","0","9.7","0","0"
"4","1","6","0","0","10.1","1.1","0.2","0","10.1","0","0"
"4","1","7","124","43","10.7","1.1","0.2","50.512","12.134","8750.742","7471.815"
"4","1","8","265","130","15.7","5.8","0.2","216.266","18.656","44166.53","41632.681"
"4","1","9","229","250","17.5","6.7","0.2","374.423","22.162","77854.415","74126.87"
"4","1","10","451","298","19.4","7.1","0.2","648.93","27.14","132216.664","126562.849"
"4","1","11","410","396","21.2","7.5","0.2","772.841","30.043","154327.556","147890.264"
"4","1","12","389","479","22.7","7.7","0.2","872.547","32.483","171639.661","164588.932"
"4","1","13","515","454","23.6","7.9","0.2","985.113","34.446","192291.736","184509.222"
"4","1","14","447","449","23.9","8","0.2","880.983","33.514","173065.315","165964.069"
"4","1","15","874","136","23.6","8","0.2","873.667","33.174","174444.903","167294.774"
"4","1","16","807","123","22.7","7.7","0.2","662.993","30.19","135365.139","129599.761"
"4","1","17","694","100","21.4","7","0.2","411.493","26.372","84501.583","80538.503"
"4","1","18","441","64","19.3","5.7","0.2","150.502","21.306","26510.265","24602.048"
"4","1","19","0","0","17.5","4.8","0.2","0","0","0","0"
"4","1","20","0","0","16.5","4.5","0.2","0","16.5","0","0"
"4","1","21","0","0","15.6","4.3","0.2","0","15.6","0","0"
"4","1","22","0","0","14.9","4.2","0.2","0","14.9","0","0"
"4","1","23","0","0","14.1","4.2","0.2","0","14.1","0","0"
"4","2","0","0","0","13.4","4.3","0.2","0","13.4","0","0"
"4","2","1","0","0","12.7","4.4","0.2","0","12.7","0","0"
"4","2","2","0","0","12","4.4","0.2","0","12","0","0"
"4","2","3","0","0","11.4","4.3","0.2","0","11.4","0","0"
"4","2","4","0","0","10.7","3.9","0.2","0","10.7","0","0"
"4","2","5","0","0","10","3.4","0.2","0","10","0","0"
"4","2","6","0","0","10.1","3.3","0.2","0","0","0","0"
"4","2","7","285","37","10.6","3.5","0.2","58.821","11.599","8973.75","7686.921"
"4","2","8","667","78","15.3","5.8","0.2","305.255","19.449","61464.621","58317.832"
"4","2","9","822","98","18","6.5","0.2","571.883","25.296","119693.607","114483.533"
"4","2","10","896","112","20.3","7","0.2","801.063","29.973","162752.158","156016.348"
"4","2","11","955","106","22.1","7.5","0.2","975.995","33.3","193998.858","186155.854"
"4","2","12","971","108","23.1","7.6","0.2","1071.137","35.263","210157.92","201742.336"
"4","2","13","399","512","23.2","7.5","0.2","921.925","33.731","180197.39","172843.426"
"4","2","14","436","454","22.7","7.3","0.2","874.898","32.899","172235.03","165163.205"
"4","2","15","43","349","21.9","7.1","0.2","374.955","26.353","74858.532","71237.143"
"4","2","16","348","281","21.2","6.8","0.2","509.747","27.475","103961.912","99309.275"
"4","2","17","710","94","20.1","6.1","0.2","411.766","25.569","84788.036","80814.806"
"4","2","18","341","66","17.9","4.7","0.2","131.311","19.891","23577.137","21772.852"
"4","2","19","0","0","15.8","3.6","0.2","0","0","0","0"
"4","2","20","0","0","14.8","3.5","0.2","0","14.8","0","0"
"4","2","21","0","0","14.2","3.5","0.2","0","14.2","0","0"
"4","2","22","0","0","13.5","3.5","0.2","0","13.5","0","0"
"4","2","23","0","0","13","3.5","0.2","0","13","0","0"
"4","3","0","0","0","12.4","3.5","0.2","0","12.4","0","0"
"4","3","1","0","0","12","3.6","0.2","0","12","0","0"
"4","3","2","0","0","11.5","3.6","0.2","0","11.5","0","0"
"4","3","3","0","0","11","3.6","0.2","0","11","0","0"
"4","3","4","0","0","10.3","3.3","0.2","0","10.3","0","0"
"4","3","5","0","0","9.5","3","0.2","0","9.5","0","0"
"4","3","6","0","0","9.7","3.3","0.2","0","0","0","0"
"4","3","7","298","37","10.2","3.7","0.2","61.118","11.207","9346.006","8045.987"
"4","3","8","643","81","14.3","6.5","0.2","301.049","18.09","61007.057","57876.481"
"4","3","9","780","109","16.2","7.1","0.2","559.934","22.915","118122.148","112967.757"
"4","3","10","852","128","18","7.3","0.2","787.646","27.23","161573.537","154879.491"
"4","3","11","900","139","19.8","7.5","0.2","959.63","30.809","192427.483","184640.159"
"4","3","12","924","143","21.3","7.8","0.2","1059.741","33.107","209511.414","201118.738"
"4","3","13","927","145","22.3","7.9","0.2","1077.877","34.196","211990.598","203510.075"
"4","3","14","934","127","22.7","7.9","0.2","1017.829","33.941","201142.878","193046.733"
"4","3","15","515","338","22.3","7.9","0.2","774.19","30.844","154952.297","148492.868"
"4","3","16","411","263","21.4","7.6","0.2","532.731","27.462","108866.588","104040.158"
"4","3","17","465","148","19.8","6.9","0.2","353.974","24.119","73028.065","69471.537"
"4","3","18","418","68","17.6","5.6","0.2","147.606","19.593","26297.526","24396.847"
"4","3","19","0","0","15.7","4.6","0.2","0","0","0","0"
"4","3","20","0","0","14.5","4.2","0.2","0","14.5","0","0"
"4","3","21","0","0","13.6","4","0.2","0","13.6","0","0"
"4","3","22","0","0","12.8","4","0.2","0","12.8","0","0"
"4","3","23","0","0","12.2","4.1","0.2","0","12.2","0","0"
"4","4","0","0","0","11.8","4.2","0.2","0","11.8","0","0"
"4","4","1","0","0","11.3","4","0.2","0","11.3","0","0"
"4","4","2","0","0","10.6","3.4","0.2","0","10.6","0","0"
"4","4","3","0","0","9.9","2.8","0.2","0","9.9","0","0"
"4","4","4","0","0","9.2","2.3","0.2","0","9.2","0","0"
"4","4","5","0","0","8.5","2","0.2","0","8.5","0","0"
"4","4","6","0","0","8.9","2.3","0.2","0","0","0","0"
"4","4","7","221","44","9.6","2.6","0.2","60.601","10.83","10009.613","8686.079"
"4","4","8","602","95","14.9","5.4","0.2","301.681","19.203","61087.736","57954.302"
"4","4","9","791","112","17.8","6","0.2","570.034","25.476","119073.715","113885.607"
"4","4","10","889","117","20.2","6.1","0.2","802.145","30.849","162333.65","155612.67"
"4","4","11","971","101","22.1","6.2","0.2","986.266","35.027","194669.626","186802.854"
"4","4","12","984","105","23.4","6.4","0.2","1081.051","37.252","210385.075","201961.442"
"4","4","13","970","113","24.1","6.7","0.2","1088.819","37.615","211396.799","202937.317"
"4","4","14","517","419","24.2","7","0.2","920.245","35.256","179650.808","172316.212"
"4","4","15","606","297","23.9","7.2","0.2","809.01","33.45","160537.589","153880.25"
"4","4","16","802","123","23.1","7.2","0.2","657.197","30.89","133764.799","128056.127"
"4","4","17","656","109","21.8","6.7","0.2","401.292","26.797","82126.504","78247.582"
"4","4","18","381","73","19.7","5.5","0.2","144.707","21.684","25824.81","23940.881"
"4","4","19","0","0","17.8","4.6","0.2","0","0","0","0"
"4","4","20","0","0","16.7","4.4","0.2","0","16.7","0","0"
"4","4","21","0","0","15.8","4.2","0.2","0","15.8","0","0"
"4","4","22","0","0","14.9","3.9","0.2","0","14.9","0","0"
"4","4","23","0","0","14.1","3.6","0.2","0","14.1","0","0"
"4","5","0","0","0","13.3","3.3","0.2","0","13.3","0","0"
"4","5","1","0","0","12.5","2.8","0.2","0","12.5","0","0"
"4","5","2","0","0","11.8","2.4","0.2","0","11.8","0","0"
"4","5","3","0","0","11.1","2.1","0.2","0","11.1","0","0"
"4","5","4","0","0","10.6","1.8","0.2","0","10.6","0","0"
"4","5","5","0","0","10.3","1.5","0.2","0","10.3","0","0"
"4","5","6","0","0","10.9","1.7","0.2","0","0","0","0"
"4","5","7","225","44","11.6","1.9","0.2","61.237","13.022","10020.478","8696.56"
"4","5","8","575","99","16.6","4.9","0.2","297.133","21.11","59801.316","56713.465"
"4","5","9","751","124","19.3","6","0.2","560.341","26.844","116313.159","111222.868"
"4","5","10","847","136","21.4","6.1","0.2","793.054","31.925","159686.99","153059.792"
"4","5","11","857","167","23.2","5.9","0.2","954.844","36.132","187357.978","179750.287"
"4","5","12","613","386","24.6","5.8","0.2","1005.368","38.336","193631.665","185801.672"
"4","5","13","412","513","25.4","6.1","0.2","934.04","37.722","179690.297","172354.302"
"4","5","14","386","432","25.5","6.4","0.2","803.397","35.766","156387.582","149877.295"
"4","5","15","80","389","25.1","6.5","0.2","444.628","30.717","87664.611","83589.452"
"4","5","16","574","214","24.1","6.3","0.2","595.114","31.832","120071.855","114848.378"
"4","5","17","520","149","22.5","5.2","0.2","377.696","28.07","76784.323","73094.696"
"4","5","18","296","83","19.5","3.4","0.2","137.34","22.027","25078.994","23221.492"
"4","5","19","0","0","16.6","2.1","0.2","0","0","0","0"
"4","5","20","0","0","15.3","1.9","0.2","0","15.3","0","0"
"4","5","21","0","0","14.4","1.7","0.2","0","14.4","0","0"
"4","5","22","0","0","13.6","1.6","0.2","0","13.6","0","0"
"4","5","23","0","0","13","1.6","0.2","0","13","0","0"
"4","6","0","0","0","12.4","1.6","0.2","0","12.4","0","0"
"4","6","1","0","0","12","1.7","0.2","0","12","0","0"
"4","6","2","0","0","11.6","1.6","0.2","0","11.6","0","0"
"4","6","3","0","0","11.1","1.6","0.2","0","11.1","0","0"
"4","6","4","0","0","10.8","1.5","0.2","0","10.8","0","0"
"4","6","5","0","0","10.5","1.3","0.2","0","10.5","0","0"
"4","6","6","0","0","11","1.2","0.2","0","0","0","0"
"4","6","7","134","42","11.6","1.2","0.2","51.234","13.02","8860.457","7577.643"
"4","6","8","0","23","16.5","3.5","0.2","21.342","16.899","4097.537","2983.492"
"4","6","9","354","238","19.1","4.8","0.2","438.503","25.903","90296.882","86128.451"
"4","6","10","520","294","20.9","5.2","0.2","698.342","31.174","140130.922","134196.673"
"4","6","11","347","419","22.4","5.3","0.2","737.728","33.088","145298.15","139180.806"
"4","6","12","365","460","23.5","5.5","0.2","827.608","35.195","161050.232","154374.729"
"4","6","13","928","134","23.9","5.8","0.2","1066.913","38.503","206368.682","198087.366"
"4","6","14","933","118","23.8","6.1","0.2","1006.057","37.123","196396.334","188468.378"
"4","6","15","565","317","23.1","6.3","0.2","792.878","33.368","157245.163","150704.488"
"4","6","16","785","125","22.1","6.2","0.2","646.302","30.598","131637.925","126004.617"
"4","6","17","473","149","20.8","5.4","0.2","356.449","25.93","72954.613","69400.688"
"4","6","18","292","72","18.8","3.7","0.2","125.808","21.004","22779.852","21003.818"
"4","6","19","0","0","16.9","2.4","0.2","0","0","0","0"
"4","6","20","0","0","15.9","2.1","0.2","0","15.9","0","0"
"4","6","21","0","0","15.1","1.9","0.2","0","15.1","0","0"
"4","6","22","0","0","14.3","1.6","0.2","0","14.3","0","0"
"4","6","23","0","0","13.5","1.3","0.2","0","13.5","0","0"
"4","7","0","0","0","13","1.1","0.2","0","13","0","0"
"4","7","1","0","0","12.6","1","0.2","0","12.6","0","0"
"4","7","2","0","0","12.2","1","0.2","0","12.2","0","0"
"4","7","3","0","0","11.9","1","0.2","0","11.9","0","0"
"4","7","4","0","0","11.6","1","0.2","0","11.6","0","0"
"4","7","5","0","0","11.6","0.9","0.2","0","11.6","0","0"
"4","7","6","0","0","12","0.9","0.2","0","0","0","0"
"4","7","7","104","51","12.5","0.9","0.2","56.55","14.214","10217.98","8887.064"
"4","7","8","393","141","17.2","3","0.2","274.397","22.713","55355.544","52425.224"
"4","7","9","594","182","19.4","3.9","0.2","526.095","28.648","107979.764","103184.758"
